chromosome,position,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,NCBItxome,PleuroTranscripts,augustus,gene_name,interesting,comment,Timestamp
c3,998236,B1_LR.2438,y,y,,,,,,,,,,,,,
c3,998452,,,y,,,PB.3991,,,,,,,,,,
c3,1008302,B1_LR.2439,,y,,,,,,,,,,,,,
c3,1009752,B1_LR.2440,,y,,,,,,,,,,,,,
c3,1009752,B1_LR.2441,y,y,,,,,,,,,,,,,
c3,1012781,,,y,,,PB.3994.1,,,,,,,,,,
c3,1028077,,,y,,,PB.3994.17,,,,,,,,,,
c3,1030955,B1_LR.2442,,y,,,,,,,,,,,,,
c3,1032848,B1_LR.2443,,y,,,,,,,,,,,,,
c3,1043599,B1_LR.2444,,y,,,,,,,,,,,,,
c3,1050638,,,y,,,,,PBsin.4097,,,,,,,,
c3,1057172,B1_LR.2445,,y,,,,,,,,,,,,,
c3,1059788,B1_LR.2446,,y,,,,,,,,,,,,,
c3,1077251,B1_LR.2447,,y,,,,,,,,,,,,,
c3,1080620,,,y,,,,,,,,scaffold7249_1_size4280_gene_28897Barcelona,,,,,44064
c3,1082237,B1_LR.2448,,y,,,,,,,,,,,,,
c3,1091436,B1_LR.2449,,y,,,,,,,,,,,,,
c3,1098271,B1_LR.2450,,y,,,,,,,,,,,,,
c3,1112796,B1_LR.2451,,y,,,,,,,,,,,,,
c3,1118364,B1_LR.2452,,y,,,,,,,,,,,,,
c3,1130454,B1_LR.2453,,y,,,,,,,,,,,,,
c3,1147117,B1_LR.2454,,y,,,,,,,,,,,,,
c3,1157604,B1_LR.2455,,y,,,,,,,,,,,,,
c3,1157604,B1_LR.2456,y,y,,,,,,,,,,,,,
c3,1160211,,,y,,,PB.4005.1,,,,,,,,,,
c3,1172696,B1_LR.2457,,y,,,,,,,,,,,,,
c3,1184377,B1_LR.2458,,y,,,,,,,,,,,,,
c3,1210991,,,y,,,PB.4008.1,,,,,,,,,,
c3,1213998,B1_LR.2459,,y,,,,,,,,,,,,,
c3,1213998,B1_LR.2460,y,y,,,,,,,,,,,,,
c3,1227826,,,y,,,PB.4010.1,,,,,,,,,,
c3,1227826,B1_LR.2461,y,y,,,,,,,,,,,,,
c3,1229674,,,y,,,,,PBsin.4115.3,,,,,,,,
c3,1231774,B1_LR.2462,,y,,,,,,,,,,,,,
c3,1238541,B1_LR.2463,,y,,,,,,,,,,,,,
c3,1241268,B1_LR.2464,,y,,,,,,,,,,,,,
c3,1244099,B1_LR.2465,,y,,,,,,,,,,,,,
c3,1244099,B1_LR.2466,y,y,,,,,,,,,,,,,
c3,1246874,,,y,,,,,PBsin.4119.1,,,,,,,,
c3,1249350,,,y,,,,,PBsin.4120.1,,,,,,,,
c3,1249484,B1_LR.2467,,y,y,,,,,,,,,,split in ML2,,
c3,1261820,,,y,,,PB.4017.1,,,,,,,,,,
c3,1265862,B1_LR.2468,,y,,,,,,,,,,,,,
c3,1277694,B1_LR.2469,,y,,,,,"PBsin.4121.14, PBsin.4121.15, PBsin.4121.16",,,,,,,,
c3,1286528,,,y,,,,,,,GHXS01060626.1,,,,,,44064
c3,1290700,B1_LR.2470,,y,,,,,,,,,,,,,
c3,1294587,,,y,,,,,,,GHXS01107403.1,,,,,,44064
c3,1303275,B1_LR.2471,,y,,,,,,,,,,,,,
c3,1323568,B1_LR.2472,,y,,,,,,,,,,,,,
c3,1328741,B1_LR.2473,,y,,,,,,,,,,,,,
c3,1340610,B1_LR.2474,,y,,,,,,,,,,,,,
c3,1348206,B1_LR.2475,,y,,,,,,,,,,,,,
c3,1348206,B1_LR.2476,y,y,,,,,,,,,,,,,
c3,1369189,,,y,,,PB.4025.1,,,,,,,,,,
c3,1371424,,,y,y,,,,,"wrf4033.1,wrf4033.2",,,,,,use pb.4033.1_and_2.gff,
c3,1384811,,,y,y,,PB.4033.3,,,,,,,,,,
c3,1386968,B1_LR.2477,,y,,,,,,,,,,,,,
c3,1394377,B1_LR.2478,,y,,,,,,,,,,,,,
c3,1399443,B1_LR.2479,,y,,,,,,,,,,,,,
c3,1404976,B1_LR.2480,,y,,,,,,,,,,,,,
c3,1404976,B1_LR.2481,y,y,,,,,,,,,,,,,
c3,1419362,,,y,,,PB.4033.7,,,,,,,,,,
c3,1421834,B1_LR.2482,,y,,,,,,,,,,,,,
c3,1423710,B1_LR.2483,,y,,,,,,,,,,,,,
c3,1427388,,,y,,,,,,,GHXS01008377.1,,,,,,44064
c3,1440725,B1_LR.2484,,y,,,,,,,,,,,,,
c3,1444561,,,y,,,PB.4033.25,,,,,,,,,,
c3,1444561,B1_LR.2485,y,y,,,,,,,,,,,,,
c3,1445804,,,y,,,PB.4033.26,,,,,,,,,,
c3,1449043,,,y,,,,,PBsin.4125.52,,,,,,,,
c3,1450959,B1_LR.2485.2,,y,,,,,,,,,,,y,operon,
c3,1473130,B1_LR.2486,,y,,,,,,,,,,,y,operon,
c3,1473130,B1_LR.2487,y,y,,,,,,,,,,,,,
c3,1475446,,,y,,,PB.4029.2,,PBsin.4122.118,,,,,,,,
c3,1477954,,,y,,,PB.4030.1,,,,,,,,,,
c3,1479724,B1_LR.2488,,y,,,,,,,,,,,,,
c3,1498877,,,y,,,,5e049dd8-f45a-42ed-a5ba-a0658e370f5f,,,,,,,,,
c3,1506263,B1_LR.2489,,y,,,,,,,,,,,,,
c3,1523500,B1_LR.2490,,y,,,,,,,,,,,,,
c3,1523720,,,y,,,PB.4816.1,,,,,,,,,,
c3,1525084,B1_LR.2491,,y,,,,,,,,,,,,,
c3,1525084,B1_LR.2492,y,y,,,,,,,,,,,,,
c3,1534931,B1_LR.2493,,y,,,,,,,,,,,,,
c3,1574877,B1_LR.2494,,y,y,,,,,,,,,Homogentisate dioxygenase,,,
c3,1599120,,,y,,,,43c0f80b-ac25-4e8e-be3b-f2b15844bb33,,,,,,,,,
c3,1612146,B1_LR.2498,,y,,,,,PBsin.4129.1,,,,,,,,
c3,1612149,B1_LR.2495,,y,,,,,,,,,,,,,
c3,1612686,,,y,,,,,,,GHXS01052406.1,,,,,,44064
c3,1618041,B1_LR.2496,,y,,,,,,,,,,,,,
c3,1623474,B1_LR.2497,,y,,,,,,,,,,,,,
c3,1633075,B1_LR.2499,,y,,,,,,,,,,,,,
c3,1661033,B1_LR.2500,,y,,,,,,,,,,,,,
c3,1675779,B1_LR.2501,,y,,,,,,,,,,,,,
c3,1678266,B1_LR.2502,,y,,,,,,,,,,,,,
c3,1689470,B1_LR.2503,,y,,,,,,,,,,,,,
c3,1689470,B1_LR.2504,y,y,,,,,,,,,,,,,
c3,1692189,,,y,,,PB.4045.1,,,,,,,,,,
c3,1692189,B1_LR.2505,y,y,,,,,,,,,,,,,
c3,1696289,,,y,,,PB.4046.1,,,,,,,,,,
c3,1699697,,,y,,,,c3b3004c-1fb1-410e-b1b4-0c0f6830e38d,,,,,,,,,
c3,1704747,B1_LR.2506,,y,,,,,,,,,,,,,
c3,1711906,B1_LR.2507,,y,,,,,,,,,,,,,
c3,1713219,B1_LR.2508,,y,,,,,,,,,,,,,
c3,1715023,B1_LR.2509,,y,,,,,,,,,,,,,
c3,1715023,B1_LR.2510,y,y,,,,,,,,,,,,,
c3,1726951,,,y,,,PB.4051.1,,,,,,,,y,operon,
c3,1727863,B1_LR.2511,,y,,,,,,,,,,,y,operon,
c3,1734909,B1_LR.2512,,y,,,,,,,,,,,y,operon,
c3,1736018,,,y,,,PB.4053.1,,,,,,,,y,operon,
c3,1746273,,,y,,,PB.4054.2,,,,,,,,y,operon,
c3,1748587,,,y,,,"PB.4054.3, PB.4054.4, PB.4054.5, PB.4054.6",,,,,,,,y,operon,
c3,1748587,B1_LR.2513,y,y,,,,,,,,,,,,,
c3,1750748,,,y,,,PB.4055.1,,,,,,,,y,operon,
c3,1758162,B1_LR.2514,,y,,,,,,,,,,,y,operon,
c3,1767770,B1_LR.2515,,y,,,,,,,,,,,y,operon,
c3,1777487,,,y,,,,,,,GHXS01042008.1,,,,,,44064
c3,1785407,,,y,,,,2592e869-8bf2-47c4-a753-8cf47fd20551,,,,,,,,,
c3,1787819,B1_LR.2516,,y,,,,,,,,,,,,,
c3,1790402,B1_LR.2517,,y,,,,,,,,,,,,,
c3,1796978,B1_LR.2518,,y,,,,,,,,,,,,,
c3,1801233,B1_LR.2519,,y,,,,,,,,,,,,,
c3,1807851,B1_LR.2520,,y,,,,,,,,,,,,,
c3,1827081,B1_LR.2521,,y,,,,,,,,,,,,,
c3,1843437,B1_LR.2522,,y,,,,,,,,,,,,,
c3,1847116,,,y,,,,,,,,scaffold13027_1_size1457_gene_37482Barcelona,,,,,44064
c3,1847781,,,y,,,,,,,GHXS01013204.1,,,,,,44064
c3,1849655,,,y,,,,,,,,scaffold3994_1_size8565_gene_21777Barcelona,,,,,44064
c3,1857296,B1_LR.2523,,y,,,,,,,,,,,,REVERSE STRAND,
c3,1860665,,,y,,,,2ee19a1c-8fbe-4e09-8b7b-89a0ca9c30e6,,,,,,,,,
c3,1863507,,,y,,,,4ae08994-56fd-4f45-9dc9-601625751234,,,,,,,,,
c3,1863507,B1_LR.2524,y,y,,,,,,,,,,,,,
c3,1867810,,,y,,,PB.4059.1,,,,,,,,y,operon,
c3,1870032,,,y,,,PB.4060,,,,,,,,y,operon,
c3,1873752,,,y,,,PB.4061,,,,,,,,y,operon,
c3,1873752,B1_LR.2525,y,y,,,,,,,,,,,,,
c3,1875106,,,y,,,PB.4062,,,,,,,,y,operon,
c3,1878630,,,y,,,PB.4063,,,,,,,,y,operon,
c3,1881996,B1_LR.2526,,y,,,,,,,,,,,y,operon,
c3,1886583,B1_LR.2527,,y,,,,,,,,,,,y,operon,
c3,1896533,B1_LR.2528,,y,,,,,,,,,,,,,
c3,1905216,B1_LR.2529,,y,,,,,,,,,,,,,
c3,1911975,,,y,,,PB.4068,,,,,,,,,,
c3,1912977,,,y,,,PB.4069,,,,,,,,,,
c3,1914118,B1_LR.2530,,y,,,,,,,,,,,,,
c3,1920602,B1_LR.2531,,y,,,,,,,,,,,,,
c3,1938230,,,y,,,PB.4073.1,,,,,,,,,,
c3,1938230,B1_LR.2532,y,y,,,,,,,,,,,,,
c3,1940967,,,y,,,PB.4074.1,,,,,,,,,,
c3,1942588,B1_LR.2533,,y,,,,,,,,,,,,,
c3,1946128,,,y,,,PB.4077,,,,,,,,,,
c3,1948785,,,y,,,,,,,GHXS01112570.1,,,,,,44064
c3,1953250,B1_LR.2534,,y,,,,,,,,,,,,,
c3,1953250,B1_LR.2535,y,y,,,,,,,,,,,,,
c3,1960650,,,y,,,,,,,GHXS01063742.1,,,,,,44064
c3,1969613,,,y,,,,,PBsin.4171.1,,,,,,,,
c3,1970422,,,y,,,PB.4078,,,,,,,,y,operon,
c3,1972336,,,y,,,PB.4079,,,,,,,,y,operon,
c3,1974954,,,y,,,PB.4080,,,,,,,,y,operon,
c3,1974954,B1_LR.2536,y,y,,,,,,,,,,,,,
c3,1974954,B1_LR.2537,y,y,,,,,,,,,,,,,
c3,1974954,B1_LR.2538,y,y,,,,,,,,,,,,,
c3,1977034,,,y,,,,e2b62c8a-53c1-44c3-a935-092731abb10e,,,,,,,y,operon,
c3,1980049,B1_LR.2539,,y,,,,,,,,,,,y,operon,
c3,1982522,,,y,,,,,PBsin.4173.1,,,,,,y,operon,
c3,1982522,B1_LR.2540,y,y,,,,,,,,,,,y,operon,
c3,1984132,,,y,,,,e543aafe-970c-4836-b569-27dba0d804e8,,,,,,,y,operon,
c3,1992235,B1_LR.2541,,y,,,,,,,,,,,,,
c3,1992235,B1_LR.2542,y,y,,,,,,,,,,,,,
c3,1994935,,,y,,,,086a4442-6a61-4c2b-88ca-a679edc6ff7c,,,,,,,,,
c3,2006384,,,y,,,,,PBsin.4177.1,,,,,,,,
c3,2020869,B1_LR.2543,,y,,,,,,,,,,,,,
c3,2027358,,,y,,,,,PBsin.4178.14,,,,,,,,
c3,2027358,,,y,,,,,"PBsin.4178.12, PBsin.4178.15",,,,,,,,
c3,2027358,B1_LR.2549,y,y,,,,,,,,,,,,,
c3,2028869,B1_LR.2544,,y,,,,,,,,,,,,,
c3,2041451,B1_LR.2545,,y,,,,,,,,,,,,,
c3,2047309,,,y,,,,,,,,scaffold190_1_size83278_gene_1987Barcelona,,,,,44064
c3,2060414,B1_LR.2546,,y,,,,,,,,,,,,,
c3,2067596,B1_LR.2547,,y,,,,,,,,,,,,,
c3,2089760,B1_LR.2548,,y,,,,,,,,,,,,,
c3,2103127,,,y,,,,,PBsin.4178.22,,,,,,,,
c3,2104249,,,y,,,,,PBsin.4178.23,,,,,,,,
c3,2131925,B1_LR.2549.1,,y,,,,,,,,,,,,,
c3,2139079,,,y,,,,,,,,scaffold368_1_size58390_gene_3863Barcelona,,,,,08/21/2020
c3,2140479,B1_LR.2550,,y,y,,,,,,,,,,split in ML2,,
c3,2143109,,,y,,,PB.4086.56,,,,,,,,,,
c3,2161625,B1_LR.2549.2,,y,,,,,,,,,,,,,
c3,2172152,B1_LR.2551,,y,,,,,,,,,,,,,
c3,2176756,B1_LR.2552,,y,,,,,,,,,,,,,
c3,2178787,,,y,,,PB.4086.59,,,,,,,,,,
c3,2178787,B1_LR.2553,y,y,,,,,,,,,,,,,
c3,2192561,,,y,,,PB.4087.1,,,,,,,,,,
c3,2196226,B1_LR.2553.2,,y,,,PB.4088.2,,,,,,,,,,
c3,2197296,,,y,,,,,,,,scaffold05632_gene_9416Gainesville,,,,,44064
c3,2201421,,,y,,,,,,,,scaffold16414_1_size1059_gene_41695Barcelona,,,,,44064
c3,2203332,,,y,,,,,,,,scaffold4931_1_size6345_gene_24344Barcelona,,,,,44064
c3,2215266,B1_LR.2554,,y,,,,,,,,,,,,,
c3,2229403,B1_LR.2555,,y,,,,,,,,,,,,,
c3,2239476,,,y,,,,,PBsin.4190.23,,,,,,,,
c3,2247540,B1_LR.2556,,y,,,,,,,,,,,,,
c3,2253417,,,y,,,,9b883e5a-8e22-421f-94d0-05cc11ecb330,,,,,,,,,
c3,2253417,B1_LR.2557,y,y,,,,,,,,,,,,fused in stringtie,
c3,2260945,,,y,,,"PB.4094.5, PB.4094.6",,,,,,,,,,
c3,2264030,,,y,,,PB.4094.16,,,,,,,,,,
c3,2273572,B1_LR.2558,,y,,,,,,,,,,,,,
c3,2278101,,,y,,,,,PBsin.4197.1,,,,,,,,
c3,2280888,B1_LR.2559,,y,,,,,,,,,,,,,
c3,2284045,B1_LR.2560,,y,,,,,,,,,,,,,
c3,2294681,B1_LR.2561,,y,,,,,,,,,,,,,
c3,2294681,B1_LR.2562,y,y,,,,,,,,,,,,,
c3,2307015,,,y,,,,,,,,scaffold1349_1_size23900_gene_11391Barcelona,,,,,08/21/2020
c3,2308561,,,y,,,,,,,GHXS01112341.1,,,,,,44064
c3,2310640,,,y,,,,,,,,scaffold141_1_size92709_gene_1525Barcelona,,,,,44064
c3,2311706,B1_LR.2563,,y,,,,,,,,,,,,,
c3,2331092,,,y,,,,c34bc059-40a0-4ca0-8789-fb3f58aad0e0,,,,,,,,,
c3,2335326,,,y,,,PB.4098.13,,,,,,,,,,
c3,2343803,B1_LR.2564,,y,,,,,,,,,,,,,
c3,2363962,B1_LR.2565,,y,,,,,,,,,,,,,
c3,2372898,B1_LR.2566,,y,,,PB.4101,,,,,,,,,,
c3,2376220,,,y,,,,,"PBsin.4207.18, PBsin.4207.20",,,,,,,,
c3,2380580,B1_LR.2567,,y,,,,,,,,,,,,,
c3,2380580,B1_LR.2568,y,y,,,,,,,,,,,,,
c3,2389677,"B1_LR.2568.1, B1_LR.2568.2",,y,,,,,,,,,,,,,
c3,2392020,,,y,,,PB.4098.34,,,,,,,,,,
c3,2395885,B1_LR.2569,,y,,,,,,,,,,,,,
c3,2407122,,,y,,,PB.4098.35,,,,,,,,,,
c3,2407977,B1_LR.2570,,y,,,,,,,,,,,,,
c3,2412406,B1_LR.2571,,y,,,,,,,,,,,,,
c3,2419982,B1_LR.2572,,y,,,,,,,,,,,,,
c3,2422515,,,y,,,PB.4098.37,,,,,,,,y,operon,
c3,2424843,,,y,,,PB.4098.38,,,,,,,,y,operon,
c3,2424843,B1_LR.2573,y,y,,,,,,,,,,,,,
c3,2426149,,,y,,,PB.4098.39,,,,,,,,y,operon,
c3,2428788,B1_LR.2574,,y,,,,,,,,,,,y,operon,
c3,2431049,B1_LR.2575,,y,,,,,,,,,,,,,
c3,2433103,,,y,,,,,,,,scaffold01807_gene_3090Gainesville,,,,,44064
c3,2446423,B1_LR.2576,,y,,,,,,,,,,,,,
c3,2456009,B1_LR.2577,,y,,,,,,,,,,,,,
c3,2456009,B1_LR.2578,y,y,,,,,,,,,,,,,
c3,2463631,,,y,,,PB.4108.1,,,,,,,,,,
c3,2463631,B1_LR.2579,y,y,,,,,,,,,,,,,
c3,2465172,"B1_LR.2579.1, B1_LR.2579.2",,y,,,,,,,,,,,,,
c3,2467582,,,y,,,PB.4110.1,,,,,,,,,,
c3,2467582,B1_LR.2580,y,y,,,,,,,,,,,,fused in stringtie,
c3,2468883,,,y,,,"PB.4111.3, PB.4111.4, PB.4111.1, PB.4111.2",,,,,,,,,,
c3,2483298,,,y,,,PB.4112.1,,,,,,,,,,
c3,2487378,B1_LR.2582,,y,y,,,,PBsin.4218.1,,,,,,,,
c3,2487378,B1_LR.2583,y,y,,,,,,,,,,,,,
c3,2487452,B1_LR.2581,,y,y,,,,,,,,,,,,
c3,2490581,,,y,,,PB.4115.1,,,,,,,,,,
c3,2491433,B1_LR.2584,,y,,,,,,,,,,,,,
c3,2497869,B1_LR.2585,,y,,,,,,,,,,,,,
c3,2511789,B1_LR.2586,,y,,,,,,,,,,,,,
c3,2514469,B1_LR.2587,,y,,,,,,,,,,,,,
c3,2521950,B1_LR.2588,,y,,,,,,,,,,,,,
c3,2528534,B1_LR.2589,,y,,,,,,,,,,,,,
c3,2536445,B1_LR.2590,,y,,,,,,,,,,,,,
c3,2553543,B1_LR.2591,,y,,,,,,,,,,,,,
c3,2553543,B1_LR.2592,y,y,,,,,,,,,,,,,
c3,2562891,,,y,,,PB.4122.1,,,,,,,,y,operon,
c3,2565920,,,y,,,PB.4123.1,,,,,,,,y,operon,
c3,2567194,,,y,,,PB.4124.1,,,,,,,,y,operon,
c3,2567194,B1_LR.2593,y,y,,,,,,,,,,,,,
c3,2567194,B1_LR.2594,y,y,,,,,,,,,,,,,
c3,2570767,,,y,,,,,PBsin.4227.2,,,,,,,,
c3,2588574,B1_LR.2595,,y,,,,,,,,,,,,,
c3,2598599,B1_LR.2596,,y,,,,,,,,,,,,,
c3,2607786,B1_LR.2597,,y,,,,,,,,,,,,,
c3,2610011,B1_LR.2598,,y,,,,,,,,,,,,,
c3,2612389,B1_LR.2599,,y,,,,,,,,,,,,,
c3,2612389,B1_LR.2600,y,y,,,,,,,,,,,,,
c3,2613568,,,y,,,,,,,,scaffold3272_1_size10224_gene_19723Barcelona,,,,,44064
c3,2622082,,,y,,,PB.4130,,,,,,,,,,
c3,2628497,B1_LR.2601,,y,,,,,,,,,,,,,
c3,2631160,B1_LR.2602,,y,,,,,,,,,,,,,
c3,2644667,B1_LR.2603,,y,,,,,,,,,,,,,
c3,2648309,B1_LR.2604,,y,,,,,,,,,,,,FORWARD STRAND,
c3,2649283,B1_LR.2605,,y,,,,,,,,,,,,,
c3,2652489,B1_LR.2606,,y,,,PB.4136.1,,,,,,,,,,
c3,2653823,B1_LR.2607,,y,,,,,PBsin.4236.1,,,,,,,,
c3,2678038,,,y,,,,,PBsin.4238.1,,,,,,,,
c3,2679058,B1_LR.2608,,y,,,,,PBsin.4239.1,,,,,,,,
c3,2679058,B1_LR.2609,y,y,,,,,,,,,,,,,
c3,2681192,,,y,,,PB.4138.1,,,,,,,,,,
c3,2682759,B1_LR.2610,,y,,,,,,,,,,,,,
c3,2682759,B1_LR.2611,y,y,,,,,,,,,,,,,
c3,2687070,,,y,,,PB.4140.1,,,,,,,,,,
c3,2690888,B1_LR.2612,,y,,,,,,,,,,,,,
c3,2691498,B1_LR.2613,,y,,,,,,,,,,,,,
c3,2695344,,,y,,,"PB.4143.2, PB.4143.1",,,,,,,,,,
c3,2698528,,,y,,,,,,,,scaffold865_1_size34596_gene_8174Barcelona,,,,,44064
c3,2700291,B1_LR.2614,,y,,,,,,,,,,,,,
c3,2707056,,,y,,,,,PBsin.4246.1,,,,,,,,
c3,2708022,B1_LR.2615,,y,,,,,,,,,,,,,
c3,2717428,B1_LR.2616,,y,,,,,,,,,,,,,
c3,2719081,B1_LR.2617,,y,,,,,PBsin.4247.5,,,,,,,,
c3,2740836,B1_LR.2618,,y,,,,,PBsin.4248.4,,,,,,,,
c3,2749989,,,y,,,,,PBsin.4250.1,,,,,,,,
c3,2749989,B1_LR.2619,y,y,,,,,,,,,,,,,
c3,2750998,,,y,,,"PB.4148.2, PB.4148.3",,,,,,,,,,
c3,2750998,B1_LR.2620,y,y,,,,,,,,,,,,,
c3,2757101,,,y,,,PB.4149,,,,,,,,,,
c3,2758978,,,y,,,PB.4150,,,,,,,,,,
c3,2760282,B1_LR.2621,,y,,,PB.4152.1,,,,,,,,,,
c3,2760869,B1_LR.2622,,y,,,PB.4151.1,,,,,,,,,,
c3,2768677,B1_LR.2623,,y,,,,,,,,,,,,,
c3,2771608,B1_LR.2624,,y,,,,,,,,,,,,,
c3,2777468,B1_LR.2625,,y,y,,,,,,,,,,split in ML2,,
c3,2781445,B1_LR.2626,,y,,,,,,,,,,,,,
c3,2788939,B1_LR.2627,,y,,,,,,,,,,,,,
c3,2792353,B1_LR.2628,,y,,,,,,,,,,,,,
c3,2798478,B1_LR.2629,,y,,,,,,,,,,,,,
c3,2803144,B1_LR.2630,,y,,,,,,,,,,,,,
c3,2805647,B1_LR.2631,,y,,,,,,,,,,,,,
c3,2806921,B1_LR.2632,,y,,,,,,,,,,,,,
c3,2808391,B1_LR.2633,,y,,,,,,,,,,,,,
c3,2822502,B1_LR.2634,,y,,,,,,,,,,,,,
c3,2822502,B1_LR.2635,y,y,,,,,,,,,,,,,
c3,2827621,,,y,,,PB.4163.2,,,,,,,,,,
c3,2835712,,,y,,,,,PBsin.4266.1,,,,,,,,
c3,2839183,B1_LR.2636,,y,,,,,,,,,,,,,
c3,2840756,,,y,,,,,,,GHXS01052303.1,,,,,,44064
c3,2848549,B1_LR.2637,,y,,,,,,,,,,,,,
c3,2862741,B1_LR.2638,,y,,,,,,,,,,,,,
c3,2870770,B1_LR.2639,,y,,,,,,,,,,,,,
c3,2877282,B1_LR.2640,,y,,,,,,,,,,,,,
c3,2887334,,,y,,,,,PBsin.4270.1,,,,,,,,
c3,2899639,B1_LR.2641,,y,,,,,,,,,,,,,
c3,2914942,B1_LR.2642,,y,,,,,,,,,,,,,
c3,2922173,,,y,,,,,PBsin.4275.1,,,,,,,,
c3,2924047,B1_LR.2643,,y,,,,,,,,,,,,,
c3,2936841,B1_LR.2644,,y,,,,,,,,,,,,,
c3,2936841,B1_LR.2645,y,y,,,,,,,,,,,,,
c3,2946788,,,y,,,PB.4175.1,,,,,,,,,,
c3,2948571,,,y,,,,,,,,scaffold231_1_size75124_gene_2555Barcelona,,,,,44064
c3,2950757,,,y,,,,,,,,scaffold231_1_size75124_gene_2557Barcelona,,,,,44064
c3,2951874,,,y,,,,,,,,scaffold231_1_size75124_gene_2558Barcelona,,,,,44064
c3,2954049,,,y,,,,,,,,scaffold231_1_size75124_gene_2560Barcelona,,,,,44064
c3,2961826,B1_LR.2646,,y,,,,,,,,,,,,,
c3,2973101,B1_LR.2647,,y,,,,,,,,,,,,,
c3,2973101,B1_LR.2648,y,y,,,,,,,,,,,,,
c3,2979655,,,y,,,PB.4179.1,,,,,,,,,,
c3,2982105,,,y,,,PB.4180.1,,,,,,,,,,
c3,2982105,B1_LR.2649,y,y,,,,,,,,,,,,,
c3,2987774,B1_LR.2650,,y,,,,,,,,,,,,,
c3,2994173,B1_LR.2651,,y,,,,,,,,,,,,,
c3,2997492,,,y,,,,,,,GHXS01083500.1,,,,,,44064
c3,3001734,B1_LR.2652,,y,,,,,,,,,,,,,
c3,3004593,B1_LR.2653,,y,,,,,,,,,,,,,
c3,3020997,B1_LR.2654,,y,,,,,,,,,,,,,
c3,3020997,B1_LR.2655,y,y,,,,,,,,,,,y,operon,
c3,3031137,,,y,,,PB.4185.1,,,,,,,,,,
c3,3033817,,,y,,,PB.4186.2,,,,,,,,,,
c3,3035484,,,y,,,PB.4186.3,,,,,,,,,,
c3,3036559,B1_LR.2656,,y,,,,,,,,,,,y,operon,
c3,3040664,B1_LR.2657,,y,,,,,,,,,,,y,operon,
c3,3040664,B1_LR.2658,y,y,,,,,,,,,,,y,operon,
c3,3045984,,,y,,,PB.4189.1,,,,,,,,,,
c3,3049641,B1_LR.2659,,y,,,,,,,,,,,,,
c3,3055204,B1_LR.2660,,y,,,,,,,,,,,,,
c3,3058581,B1_LR.2661,,y,,,,,,,,,,,,,
c3,3058627,,,y,,,"PB.4191.1, PB.4191.5",,,,,,,,,,
c3,3065410,B1_LR.2662,,y,,,,,,,,,,,,,
c3,3073497,B1_LR.2663,,y,,,,,,,,,,,,,
c3,3081699,B1_LR.2664,,y,,,,,,,,,,,,,
c3,3086329,,,y,,,"PB.4195.1, PB.4195.2",,,,,,,,,,
c3,3089422,B1_LR.2665,,y,,,,,,,,,,,,,
c3,3108123,B1_LR.2666,,y,,,,,,,,,,,,,
c3,3128991,,,y,,,,,,,GHXS01102870.1,,,,,,44064
c3,3132147,B1_LR.2667,,y,,,,,,,,,,,,,
c3,3134872,,,y,,,PB.4200.5,,,,,,,,,,
c3,3134872,B1_LR.2668,,y,,,,,,,,,,,,,
c3,3134872,B1_LR.2669,y,y,,,,,,,,,,,,,
c3,3180536,,,y,,,PB.4200.9,,,,,,,,,,
c3,3180536,B1_LR.2670,y,y,,,,,,,,,,,,,
c3,3189791,,,y,,,,fcaf06b1-d399-46b3-8a46-254374383a5b,,,,,,,,,
c3,3192735,,,y,,,,9ee813ea-feeb-4549-8d82-58bdd57b9cf2,,,,,,,,,
c3,3201818,B1_LR.2671,,y,,,,,,,,,,,,,
c3,3220293,B1_LR.2672,,y,,,,,,,,,,,,,
c3,3220455,B1_LR.2673,,y,,,PB.4203.1,,,,,,,,,,
c3,3230039,B1_LR.2674,,y,,,,,,,,,,,,,
c3,3230039,B1_LR.2675,y,y,,,,,,,,,,,,,
c3,3232066,,,y,,,,,,,GHXS01063188.1,,,,,,44064
c3,3235156,,,y,,,,,,,,scaffold01028_gene_1792Gainesville,,,,,44064
c3,3235854,,,y,,,PB.4207.1,,,,,,,,,,
c3,3241095,B1_LR.2676,,y,,,,,,,,,,,,,
c3,3269065,B1_LR.2677,,y,,,,,,,,,,,,,
c3,3279067,,,y,,,,,,,GHXS01032218.1,,,,,,44064
c3,3288043,B1_LR.2678,,y,,,,,,,,,,,,,
c3,3304244,,,y,,,,,PBsin.4306.1,,,,,,,,
c3,3304721,B1_LR.2679,,y,,,,,,,,,,,,,
c3,3311992,,,y,,,,,PBsin.4308.1,,,,,,,,
c3,3322066,B1_LR.2680,,y,,,,,,,,,,,,,
c3,3349844,B1_LR.2681,,y,,,,,,,,,,,,,
c3,3364854,,,y,,,,,PBsin.4315.5,,,,,,,,
c3,3369282,B1_LR.2682,,y,,,PB.4214,,,,,,,,,,
c3,3370892,B1_LR.2683,,y,,,,,,,,,,,,,
c3,3370892,B1_LR.2684,y,y,,,,,,,,,,,,,
c3,3373453,,,y,,,PB.4219.3,,,,,,,,,,
c3,3375545,,,y,,,PB.4215.1,,,,,,,,,,
c3,3381572,B1_LR.2685,,y,,,,,,,,,,,,,
