# <don't delete this hash char. this is a comment line.,,,,,ANNOTATIONS HERE - Each column corresponds to one file on github,,,,,,,,,
chromosome,stringtie_id,remove_st,DTS_checked,WRF_checked,spliced_in_intron,isoseq_hq_id,pinfish_id,isoseq_singleton_id,manual,augustus,gene_name,interesting,comment,Timestamp
c5,B1_LR.4322,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5747.1,,,,,,
c5,B1_LR.4323,,y,,,,,,,,,,,
c5,B1_LR.4324,,y,,,,,,,,,,,
c5,B1_LR.4325,,y,,,,,,,,,,,
c5,B1_LR.4326,,y,,,,,,,,,,,
c5,B1_LR.4327,y,y,,,PB.5643.1,,,,,,,no direction,
c5,,,y,,,PB.5644.1,,,,,,,,
c5,B1_LR.4328,,y,,,,,,,,,,,
c5,,,y,,,PB.5646.1,,,,,,,,
c5,,,y,,,PB.5647.1,,,,,,,,
c5,,,y,,,PB.5649.1,,,,,,,,
c5,,,y,,,,,PBsin.5755.1,,,,,,
c5,,,y,,,,,PBsin.5753.1,,,,,,
c5,B1_LR.4329,,y,,,,,,,,,y,was originally two genes in mnemiopsis,
c5,,,y,,,PB.5651.1,,,,,,,,
c5,B1_LR.4330,,y,,,,,,,,,,,
c5,B1_LR.4331,,y,,,,,,,,,,,
c5,,,y,,,PB.5653.23,,,,,,,,
c5,B1_LR.4332,y,y,,,PB.5654.1,,,,,,,,
c5,B1_LR.4333,,y,,,,,,,,,,FORWARD STRAND,
c5,B1_LR.4334,,y,,,,,,,,,,FORWARD STRAND,
c5,B1_LR.4335,y,y,,,PB.5655.1,,,,,,,,
c5,B1_LR.4336,,y,,,,,,,,,,,
c5,,,y,,,PB.5656.1,,,,,,,,
c5,B1_LR.4337,,y,,,,,,,,,,,
c5,B1_LR.4338,,y,,,,,,,,,,,04/30/2020 12:09
c5,,,y,,,,c353caa9-ba89-428a-a1ba-b0ffb29ef99c,,,,,,,04/30/2020 12:09
c5,B1_LR.4339,,y,,,,,,,,,,,
c5,B1_LR.4340,,y,,,,,,,,,,,
c5,B1_LR.4341,,y,,,,,,,,,,,
c5,B1_LR.4342,y,y,,,PB.5661.4,,,,,,,,
c5,B1_LR.4343,,y,,,,,,,,,,FORWARD STRAND,
c5,B1_LR.4344,y,y,,,,,,,,,,not real,
c5,,,y,,,PB.5664.1,,,,,Homolog of hemocyanin and phenoloxidase,,,
c5,B1_LR.4345,,y,,,,,,,,,,,
c5,B1_LR.4346,,y,,,,,,,,,,,
c5,B1_LR.4347,,y,,,,,,,,,,,
c5,B1_LR.4348,,y,,,,,,,,,,,
c5,B1_LR.4349,,y,,,,,,,,,,,
c5,B1_LR.4350,,y,,,,,,,,,,,
c5,B1_LR.4351,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5775.1,,,,,,
c5,B1_LR.4352,,y,,,,,,,,,,,
c5,B1_LR.4353,,y,,,,,,,,,,,
c5,,,y,,,,721594b8-6220-4705-9043-d75621c23373,,,,,,,
c5,B1_LR.4354,,y,,,,,,,,,,,
c5,B1_LR.4355,,y,,,,,,,,,,,
c5,B1_LR.4356,,y,,,,,,,,,,,
c5,,,y,,,PB.5676.1,,,,,,,,
c5,B1_LR.4357,,y,,,,,,,,,,,
c5,B1_LR.4358,,y,,,,,,,,,,,
c5,B1_LR.4359,,y,,,,,,,,,,,
c5,B1_LR.4360,y,y,,,,,,,,,,fused,
c5,,,y,,,PB.5680.1,,,,,,,,
c5,,,y,,,PB.5681.5,,,,,,,,
c5,,,y,,,PB.5681.8,,,,,,,,
c5,B1_LR.4361,y,y,,,,,,,,,,"fused, part of operon",
c5,B1_LR.4362,y,y,,,PB.5782.1,,,,,,,no direction,
c5,B1_LR.4363,y,y,,,,,,,,,,wrong direction,
c5,B1_LR.4364,,y,,,PB.5683,,,,,,y,operon,
c5,,,y,,,PB.5684,,,,,,y,operon,
c5,B1_LR.4365,y,y,y,,PB.5685,,,,,,y,operon,
c5,B1_LR.4366,,y,,,,,,,,,y,operon,
c5,,,y,,,PB.5687.1,,,,,,y,operon,
c5,,,y,,,,,PBsin.5799.21,,,,y,operon,
c5,,,y,,,PB.5688.1,,,,,,y,operon,
c5,B1_LR.4367,,y,,,,,,,,,,,
c5,B1_LR.4368,,y,,,,,,,,,,,
c5,B1_LR.4369,,y,,,,,,,,,,,
c5,B1_LR.4370,,y,,,,,,,,,,,
c5,B1_LR.4371,,y,,,PB.5692.1,,,,,,,,
c5,B1_LR.4372,,y,,,PB.5693.1,,,,,,,,
c5,B1_LR.4373,,y,,,,,,,,,,,
c5,B1_LR.4374,,y,,,,,,,,,,,
c5,,,y,,,PB.5695.1,,,,,,,,
c5,,,y,,,,441c1d60-b117-43f3-884f-d76b101856d3,,,,,,,
c5,B1_LR.4375,,y,,,,,,,,,,,
c5,B1_LR.4376,,y,,,,,,,,,,,
c5,B1_LR.4377,y,y,,,PB.5698.1,,,,,,,no direction,
c5,B1_LR.4378,,y,,,,,,,,,,,
c5,B1_LR.4379,,y,,,,,,,,,,,
c5,B1_LR.4380,,y,,,,,,,,,,,
c5,B1_LR.4381,,y,,,,,,,,,,,
c5,B1_LR.4382,,y,,,,,,,,,,,
c5,B1_LR.4383,,y,,,,,,,,,,,
c5,B1_LR.4384,,y,,,,,,,,,,,
c5,B1_LR.4385,,y,,,,,,,,,,,
c5,B1_LR.4386,,y,,,,,,,,,,,
c5,B1_LR.4387,,y,,,,,,,,,,,
c5,B1_LR.4388,,y,,,,,,,,,,,
c5,,,y,,,PB.5708.1,,,,,,,,
c5,,,y,,,PB.5709.1,,,,,,,,
c5,,,y,,,PB.5710.1,,,,,,,,
c5,,,y,,,,0415f5d9-f2b7-4b5a-b66e-73111aa3ebf1,,,,,,,
c5,B1_LR.4389,,y,,,,,,,,,,,
c5,B1_LR.4390,,y,,,,,,,,,,,
c5,B1_LR.4391,y,y,,,,,,,,,,fused,
c5,,,y,,,"PB.5705.14, PB.5705.15, PB.5705.11, PB.5705.13,PB.5705.12,PB.5705.10",,,,,,,,
c5,,,y,,,PB.5705.17,,,,,,,,
c5,B1_LR.4392,,y,,,,,,,,,,,
c5,B1_LR.4393,,y,,antisense,,,,,,,,,
c5,B1_LR.4394,,y,,,,,,,,,,,
c5,B1_LR.4395,,y,,,,,,,,,,,
c5,B1_LR.4396,,y,,,,,,,,,,,
c5,,,y,,,PB.5714.9,,,,,,,,
c5,,,y,,,PB.5715.1,,,,,,,,
c5,B1_LR.4397,,y,,,,,,,,,,,
c5,B1_LR.4398,,y,,,,,,,,,,,
c5,,,y,,,PB.5718.1,,,,,,,,
c5,,,y,,,PB.5717.1,,,,,,,,
c5,B1_LR.4399,,y,,,,,,,,,,,
c5,B1_LR.4400,,y,,,,,,,,,,,
c5,B1_LR.4401,y,y,,,,,,,,,,fused,
c5,,,y,,,PB.5720.1,,,,,,y,operon,
c5,,,y,,,PB.5720.2,,,,,,y,operon,
c5,,,y,,,PB.5721.1,,,,,,y,operon,
c5,,,y,,,PB.5722.1,,,,,,y,operon,
c5,,,y,,,PB.5723.1,,,,,,y,operon,
c5,,,y,,,PB.5724.1,,,,,,,,
c5,,,y,,,PB.5725.2,,,,,,,,
c5,B1_LR.4402,,y,,,,,,,,,,,
c5,B1_LR.4403,,y,,,,,,,,,,,
c5,B1_LR.4404,,y,,,,,,,,,,,
c5,B1_LR.4405,,y,,,,,,,,,,,
c5,B1_LR.4406,y,y,,,,,,,,,,fused,
c5,,,y,,,PB.5730.1,,,,,,y,operon,
c5,,,y,,,PB.5730.6,,,,,,y,operon,
c5,B1_LR.4407,,y,,,,,,,,,y,operon,
c5,B1_LR.4408,y,y,,,,1fc7780b-147d-4e43-ada6-5ab81dfde746,,,,,,no direction,
c5,B1_LR.4409,y,y,,,,,,,,,,fused,
c5,,,y,,,"PB.5732.1, PB.5732.7, PB.5732.4",,,,,,,,
c5,,,y,,,PB.5733.1,,,,,,,,
c5,B1_LR.4410,y,y,,,PB.5732.18,,,,,,,wrong direction,
c5,B1_LR.4411,y,y,,,PB.5735.1,,,,,,,fused,
c5,,,y,,,PB.5736.1,,,,,,,,
c5,B1_LR.4412,,y,,,,,,,,,,,
c5,B1_LR.4413,,y,,,,,,,,,,,
c5,B1_LR.4414,,y,,,,,,,,,,,
c5,,,y,,,PB.5740.1,,,,,,,,
c5,B1_LR.4415,,y,,,PB.5741.3,ca5f9524-bd1e-4847-8c0d-9c635e0dc586,,,,,,,
c5,B1_LR.4416,,y,,,,,,,,,,,
c5,B1_LR.4417,,y,,,,,,,,,,,
c5,B1_LR.4418,,y,,,,,,,,,,,
c5,B1_LR.4419,y,y,,,PB.5745.1,,,,,,,,
c5,B1_LR.4420,,y,,,,,,,,,,,
c5,B1_LR.4421,y,y,,,"PB.5747.1, PB.5747.2, PB.5747.3, PB.5747.4, PB.5747.5",,,,,,,incorrect massive exon,
c5,,,y,,,,,PBsin.5832.151,,,,,,
c5,B1_LR.4422,,y,,,,,,,,,,,
c5,B1_LR.4423,y,y,,,PB.5749.1,,,,,,,wrong direction,
c5,B1_LR.4424,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5832.161,,,,,,
c5,,,y,,,PB.5751.1,,,,,,,,
c5,B1_LR.4425,y,y,,,PB.5752.1,,,,,,,no direction,
c5,B1_LR.4426,,y,,,,,,,,,,,
c5,B1_LR.4427,,y,,,,,,,,,,,
c5,B1_LR.4428,,y,,,,,,,,,,,
c5,B1_LR.4429,,y,,,,,,,,,,,
c5,B1_LR.4430,,y,,,,,,,,,,,
c5,B1_LR.4431,,y,,,,,,,,,,,
c5,B1_LR.4432,y,y,,,PB.5757.1,,,,,,,,
c5,B1_LR.4433,y,y,,,,,,,,,,fused,
c5,,,y,,,PB.5758.1,,,,,,,,
c5,,,y,,,,c70736bc-f253-4db2-9cc9-22550ab95868,,,,,,,
c5,B1_LR.4434,,y,,,,,,,,,,,
c5,B1_LR.4435,,y,,,,,,,,,,,
c5,B1_LR.4436,,y,,,,,,,,,,,
c5,B1_LR.4437,,y,,,,,,,,,,,
c5,B1_LR.4438,,y,,,,,,,,,,lots of fused mnemiopsis gene,
c5,B1_LR.4439,,y,,,,,,,,,,,
c5,B1_LR.4440,,y,,,,,,,,,,,
c5,B1_LR.4441,,y,,,"PB.5768.2, PB.5768.1, PB.5768.6",,,,,,,,
c5,,,y,,,PB.5769.1,,,,,,,,
c5,B1_LR.4442,,y,,,,,,,,,,,
c5,,,y,,,PB.5770.4,,,,,,,,
c5,,,y,,,,8c26d4fb-a332-4011-9fe1-cde898720368,,,,,,,
c5,B1_LR.4443,y,y,,,,c5fc8ba1-23a2-4955-86e6-40e93eae1854,,,,,,wrong direction,
c5,B1_LR.4444,,y,,,,,,,,,,,
c5,B1_LR.4445,,y,,,,,,,,,,,
c5,B1_LR.4446,y,y,,,PB.5773.1,,,,,,,,
c5,B1_LR.4447,,y,,,,,,,,,,,
c5,B1_LR.4448,,y,,,PB.5775.5,,,,,,,,
c5,,,y,,,PB.5775.4,,,,,,,,
c5,B1_LR.4449,,y,,,,,,,,,,,
c5,,,y,,,PB.5777.1,,,,,,,,
c5,B1_LR.4450,,y,,,,,,,,,,,
c5,B1_LR.4451,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5848.15,,,,,,
c5,B1_LR.4452,,y,,,,,,,,,,,
c5,B1_LR.4453,y,y,,,,,PBsin.5847.2,,,,,,
c5,B1_LR.4454,,y,,,,,,,,,,,
c5,B1_LR.4455,y,y,,,PB.5781.1,,,,,,,,
c5,B1_LR.4456,y,y,,,,,,,,,,fused,
c5,,,y,,,"PB.5783.1, PB.5783.2, PB.5783.7, PB.5783.8",,,,,,,,
c5,,,y,,,PB.5783.9,,,,,,,,
c5,B1_LR.4457,,y,,,PB.5784.1,,,,,,,,
c5,B1_LR.4458,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5847.5,,,,,,
c5,B1_LR.4459,,y,,,PB.5788.2,,,,,,y,operon,
c5,,,y,,,PB.5789.1,,,,,,y,operon,
c5,B1_LR.4460,y,y,,,PB.5790.1,,,,,,y,operon,
c5,B1_LR.4461,y,y,,,PB.5791.1,,,,,,y,operon,
c5,B1_LR.4462,,y,,,,,,,,,y,operon,
c5,B1_LR.4463,y,y,,,,,,,,,,fused,
c5,,,y,,,"PB.5793.2,PB.5793.3",,,,,,y,operon,
c5,,,y,,,PB.5793.5,,,,,,y,operon,
c5,B1_LR.4464,,y,,,,,,,,,y,operon,
c5,,,y,,,"PB.5795.1, PB.5795.2, PB.5795.3",,,,,,y,operon,
c5,B1_LR.4465,,y,,,,,,,,,y,operon,
c5,B1_LR.4466,,y,,,,,,,,,,,
c5,B1_LR.4467,y,y,,,PB.5798.1,,,,,,,,
c5,B1_LR.4468,,y,,,,,,,,,,,
c5,B1_LR.4469,,y,,,,,,,,,,,
c5,B1_LR.4470,,y,,,,,,,,,,,
c5,B1_LR.4471,,y,,,,,,,,,,,
c5,B1_LR.4472,,y,,,,,,,,,,,
c5,B1_LR.4473,,y,,,,,,,,,,,
c5,B1_LR.4474,,y,,,PB.5805.2,,,,,,,,
c5,,,y,,,,d2d6ec7c-e9a7-49ee-9e6c-7e57f6c4cf70,,,,,,,
c5,B1_LR.4475,,y,,,,,,,,,,,
c5,,,y,,,PB.5806,,,,,,,,
c5,B1_LR.4476,,y,,,,,,,,,,,
c5,,,y,,,PB.5808.33,,,,,,,,
c5,B1_LR.4477,y,y,,,,,,,,,,,
c5,,,y,,,PB.5808.36,,,,,,,,
c5,,,y,,,,,PBsin.5874.46,,,,,,
c5,B1_LR.4478,y,y,,,,,,,,,,fused,
c5,,,y,,,"PB.5808.37, PB.5808.43, PB.5808.45, PB.5808.42, PB.5808.41",,,,,,,,
c5,,,y,,,PB.5808.53,,,,,,,,
c5,,,y,,,PB.5808.55,,,,,,,,
c5,B1_LR.4479,y,y,,,,,,,,,,fused,
c5,,,y,,,"PB.5808.56, PB.5808.57",,,,,,,,
c5,,,y,,,,,PBsin.5874.85,,,,,,
c5,B1_LR.4480,,y,,,,,,,,,,,
c5,B1_LR.4481,,y,,,,,,,,,,,
c5,B1_LR.4482,,y,,,,,,,,,,,
c5,B1_LR.4483,,y,,,,,,,,,,,
c5,B1_LR.4484,y,y,,,,,,,,,,too many transcripts contained in this,
c5,B1_LR.4484.1,,y,,,,,,,,,y,weird nested structure,
c5,B1_LR.4485,y,y,,,PB.5807.19,,,,,,,no direction,
c5,,,y,,,PB.5807.22,,,,,,y,weird nested structure,
c5,B1_LR.4486,,y,,,PB.5807.21,,,,,,y,weird nested structure,
c5,B1_LR.4484.2,,y,,,,,,,,,y,weird nested structure,
c5,B1_LR.4487,,y,,,,,,,,,y,weird nested structure,
c5,,,y,,,PB.5808.84,,,,,,y,weird nested structure,
c5,B1_LR.4488,,y,,,,,,,,,y,weird nested structure,
c5,B1_LR.4489,,y,,,,,,,,,y,weird nested structure,
c5,B1_LR.4490,,y,,,,,,,,,y,weird nested structure,
c5,,,y,,,PB.5807.33,,,,,,y,weird nested structure,
c5,B1_LR.4491,,y,,,,,,,,,y,weird nested structure,
c5,B1_LR.4492,,y,,,,,,,,,y,weird nested structure,
c5,B1_LR.4493,,y,,,,,,,,,y,weird nested structure,
c5,B1_LR.4494,,y,,,,,,,,,,,
c5,B1_LR.4495,,y,,,,,,,,,,,
c5,B1_LR.4496,,y,,,,,,,,,,,
c5,B1_LR.4497,y,y,,,PB.5807.55,,,,,,,wrong direction,
c5,B1_LR.4498,,y,,,,,,,,,,,
c5,B1_LR.4499,,y,,,,,,,,,,probably not correct 3' structure,
c5,B1_LR.4500,,y,,,,,,,,,,,
c5,B1_LR.4501,,y,,,,,,,,,,,
c5,B1_LR.4502,y,y,,,PB.5812.1,,,,,,,,
c5,,,y,,,PB.5813.1,,,,,,,,
c5,,,y,,,PB.5814.2,,,,,,,,
c5,B1_LR.4503,,y,,,,,,,,,,,
c5,B1_LR.4504,,y,,,,,,,,,,,
c5,B1_LR.4505,,y,,,,,,,,,,,
c5,,,y,,,PB.5817.1,,,,,,,,
c5,B1_LR.4506,,y,,,,,,,,,,,
c5,B1_LR.4507,y,y,,,,,,,,,,fused,
c5,,,y,,,PB.5819.1,,,,,,,,
c5,,,y,,,PB.5820,,PBsin.5885.5,,,,,,
c5,B1_LR.4508,,y,,,,,,,,,,,
c5,B1_LR.4509,,y,,,,,,,,,,,
c5,B1_LR.4510,y,y,,,PB.5823.1,,,,,,,,
c5,B1_LR.4511,y,y,,,,d44b3d34-fbb2-4a4f-8aaa-bb4553a698bd,,,,,,,
c5,B1_LR.4512,y,y,,,PB.5825.1,,,,,,,,
c5,B1_LR.4513,,y,,,,,,,,,,,
c5,B1_LR.4514,y,y,,,PB.5827.2,,,,,,,,
c5,B1_LR.4515,,y,,,,,,,,,,,
c5,B1_LR.4516,,y,,,,,,,,,,,
c5,B1_LR.4517,,y,,,,,PBsin.5893.1,,,,,,
c5,B1_LR.4518,,y,,,,,,,,,,,
c5,B1_LR.4519,,y,,,,,,,,,,,
c5,B1_LR.4520,,y,,,,,,,,,,,
c5,B1_LR.4521,,y,,,,,,,,,,,
c5,B1_LR.4522,y,y,,,,,,,,,,fused,
c5,,,y,,,PB.5835.32,,,,,,,,
c5,,,y,,,,,PBsin.5898.56,,,,,,
c5,B1_LR.4523,y,y,,,PB.5836.1,,,,,,,no direction,
c5,B1_LR.4524,y,y,,,PB.5837.1,,,,,,,no direction,
c5,B1_LR.4525,,y,,,,,,,,,,,
c5,B1_LR.4526,y,y,,,,,PBsin.5900.1,,,,,no direction,
c5,B1_LR.4527,,y,,,,,,,,,,,
c5,B1_LR.4528,,y,,,,,,,,,,,
c5,B1_LR.4529,,y,,,PB.5841.1,,,,,,,,
c5,B1_LR.4530,,y,,,,,,,,,,,
c5,B1_LR.4531,,y,,,,,,,,,,,
c5,B1_LR.4532,,y,,,,,,,,,,maybe combines multiple genes,
c5,B1_LR.4533,,y,,,,,,,,,,,
c5,B1_LR.4534,,y,,,,,,,,,,,
c5,B1_LR.4535,y,y,,,PB.5847.1,,,,,,,not the full gene,
c5,B1_LR.4536,y,y,,,PB.5858.1,,,,,,,no direction,
c5,B1_LR.4537,y,y,,,PB.5858.3,,,,,,,no direction,
c5,B1_LR.4538,y,y,,,PB.5858.4,,,,,,,no direction,
c5,B1_LR.4539,y,y,,,,,,,,,,wrong direction by stringtie. just delete.,
c5,B1_LR.4540,y,y,,,,,,,,,,fusion,
c5,,,y,,,PB.5858.5,,,,,,,,
c5,,,y,,,"PB.5858.7, PB.5858.8",,,,,,,,
c5,,,y,,,PB.5858.9,,,,,,,,
c5,B1_LR.4541,,y,,,,,,,,,,,
c5,B1_LR.4542,,y,,,PB.5849.1,,,,,,,,
c5,B1_LR.4543,,y,,,,,,,,,,,
c5,B1_LR.4544,,y,,,,,,,,,,,
c5,B1_LR.4545,y,y,,,PB.5850.1,,,,,,,,
c5,B1_LR.4546,,y,,,,,,,,,,,
c5,B1_LR.4547,,y,,,,,,,,,,,
c5,B1_LR.4548,,y,,,,,,,,,,,
c5,B1_LR.4549,,y,,,,,,,,,,,
c5,B1_LR.4550,,y,,,,,,,,,,,
c5,B1_LR.4551,,y,,,,,,,,,,,
c5,B1_LR.4552,,y,,,,,,,,,,,
c5,B1_LR.4553,y,y,,,,,,,,,,,
c5,,,y,,,"PB.5858.21, PB.5858.22, PB.5858.23",,,,,,,,
c5,B1_LR.4554,,y,,,,,,,,,,,
c5,B1_LR.4555,,y,,,,,,,,,,,
c5,,,y,,,PB.5858.25,,,,,,,,
c5,B1_LR.4556,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5916.1,,,,,,
c5,,,y,,,"PB.5858.30, PB.5858.44",,,,,,,,
c5,B1_LR.4557,,y,,,,,,,,,,,
c5,B1_LR.4558,,y,,antisense,,,,,,,,,
c5,B1_LR.4559,,y,,,,,,,,,,,
c5,,,y,,,PB.5858.53,,,,,,,,
c5,B1_LR.4560,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5918.55,,,,,,
c5,,,y,,,PB.5858.55,,,,,,,,
c5,,,y,,,PB.5858.57,,,,,,,,
c5,B1_LR.4561,,y,,,,,,,,,,,
c5,B1_LR.4562,,y,,,,,,,,,,,
c5,B1_LR.4563,y,y,,,,,,,,,,,
c5,B1_LR.4563.1,,y,,,,,,,,,,,
c5,,,y,,,PB.5858.70,,,,,,,,
c5,,,y,,,,16f4afe6-1fac-444f-b632-4f2eb15dcd56,,,,,,,
c5,,,y,,,,03531cdd-a77f-46f7-b91c-d197331817ad,,,,,,,
c5,,,y,,,,,PBsin.5917.34,,,,,,
c5,,,y,y,,PB.5858.74,,,,,,,,
c5,B1_LR.4563.2,,y,,,,,,,,,,,
c5,B1_LR.4563.3,,y,,,,,,,,,,,
c5,B1_LR.4564,y,y,,,,,,,,,,not real,
c5,B1_LR.4565,y,y,,,,,,,,,,not real,
c5,B1_LR.4566,y,y,,,,510e60a1-e293-46e3-bafa-4cf1eb9fa9b2,,,,,,stringtie no direction,
c5,B1_LR.4567,,y,,,,,,,,,,,
c5,B1_LR.4568,,y,,,PB.5857.1,,,,,,,,
c5,B1_LR.4569,,y,,,"PB.5859.2, PB.5859.1, PB.5859.3, PB.5859.4",,,,,,,,
c5,B1_LR.4570,,y,,,,,,,,,,,
c5,B1_LR.4571,,y,,,,,,,,,,,
c5,B1_LR.4572,,y,,,PB.5857.48,,,,,,,,
c5,B1_LR.4573,,y,,,,,,,,,,,
c5,B1_LR.4574,,y,,,"PB.5857.6, PB.5857.7",,,,,,,,
c5,B1_LR.4575,,y,,,,,,,,,,,
c5,B1_LR.4576,,y,,,,,,,,,,,
c5,B1_LR.4577,,y,,,"PB.5857.55, PB.5857.56",,,,,,,,
c5,,,y,,,,,PBsin.5920.1,,,,,,
c5,B1_LR.4578,,y,,,PB.5857.4,,,,,,,,
c5,,,y,y,,,,PBsin.5921.1,,,,,,
c5,B1_LR.4579,,y,,,,,,,,,,,
c5,B1_LR.4580,,y,,,"PB.5863.1, PB.5863.2",,,,,,,,
c5,B1_LR.4581,,y,,,,,PBsin.5924.1,,,,,,
c5,B1_LR.4582,,y,,,,,,,,,,,
c5,B1_LR.4583,,y,,,,,,,,,,,
c5,B1_LR.4584,,y,,,,,,,,,,,
c5,B1_LR.4585,,y,,,,,,,,,,,
c5,B1_LR.4586,,y,,,PB.5866.1,,,,,,,,
c5,B1_LR.4587,,y,,,PB.5867.2,,,,,,,,
c5,,,y,,,,72c6aa79-ab02-41d2-a51b-b387ff714772,,,,,,,
c5,,,y,,,,,PBsin.5928.14,,,,,,
c5,B1_LR.4588,,y,,,,,,,,,,,
c5,B1_LR.4589,,y,,,,,,,,,,,
c5,B1_LR.4590,y,y,,,PB.5870.1,,,,,,,,
c5,,,y,,,PB.5871.1,,,,,,,,
c5,B1_LR.4591,,y,,,,,,,,,,,
c5,B1_LR.4592,,y,,,,,,,,,,,
c5,B1_LR.4593,y,y,,,PB.5873.1,,,,,,,,
c5,,,y,,,PB.5874.1,,,,,,,,
c5,B1_LR.4594,,y,,,,,,,,,,,
c5,B1_LR.4595,,y,,,,,,,,,,,
c5,B1_LR.4596,,y,,,,,,,,,,,
c5,B1_LR.4597,,y,,,,,,,,,,,
c5,B1_LR.4598,,y,,,,,,,,,,,
c5,B1_LR.4599,,y,,,,,,,,,,REVERSE STRAND,
c5,B1_LR.4600,y,y,,,PB.5879.1,,,,,,,no direction in stringtie,
c5,B1_LR.4601,y,y,,,PB.5880.1,,,,,,,,
c5,,,y,,,PB.5881.12,,,,,,,,
c5,B1_LR.4602,,y,,,,,,,,,,,
c5,B1_LR.4603,,y,,,,,,,,,,,
c5,B1_LR.4604,y,y,y,,PB.5883.1,,,,,,,,
c5,B1_LR.4605,,y,,,,,,,,,,,
c5,,,y,,,,1fc740cb-c087-4fa7-94f7-b677dc0692c5,,,,,,,
c5,,,y,,,PB.5886.1,,,,,,,,
c5,B1_LR.4606,,y,,,,,,,,,,,
c5,B1_LR.4607,,y,,,PB.5888.1,,,,,,,,
c5,B1_LR.4608,,y,,,,,,,,,,,
c5,B1_LR.4609,,y,,,,,,,,,,,
c5,,,y,,,PB.5891.1,,,,,,,,
c5,B1_LR.4610,,y,,,,,,,,,,,
c5,B1_LR.4611,,y,,,,,,,,,,,
c5,B1_LR.4612,,y,,,,,,,,,,,
c5,B1_LR.4613,,y,,,,,,,,,,,
c5,B1_LR.4614,,y,,,,,,,,,,,
c5,B1_LR.4615,,y,,,,,,,,,,,
c5,B1_LR.4616,,y,,,PB.5898.8,,,,,,,,
c5,B1_LR.4617,,y,,,,,,,,,,,
c5,,,y,,,,,PBsin.5946,,,,,,
c5,B1_LR.4618,y,y,,,PB.5900.1,,,,,,,,
c5,B1_LR.4619,,y,,,,,,,,,,,
c5,B1_LR.4620,,y,,,,,,,,,,,
c5,B1_LR.4621,,y,,,,,,,,,,,
c5,B1_LR.4622,y,y,,,PB.5904.1,,,,,,,,
c5,B1_LR.4623,y,y,,,PB.5905.1,,,,,,,,
c5,B1_LR.4624,,y,,,,1267dec2-4c8a-45f4-b834-11f0e65b4a13,,,,,,,
c5,,,y,,,,9dd4581b-6540-4df6-8d10-dcb69af35daf,,,,,,,
c5,B1_LR.4625,,y,,,,,,,,,,FORWARD STRAND,
c5,,,y,,,,3b616795-7d13-46c3-bd88-224f643c489c,,,,,,,
c5,B1_LR.4626,,y,,,,,,,,,,,
c5,B1_LR.4627,y,y,,,PB.5908.1,,,,,,,,
c5,B1_LR.4628,,y,,,,,,,,,,,
c5,B1_LR.4629,,y,,,,,,,,,,,
c5,B1_LR.4630,y,y,,,,,,,,,,fused,
c5,,,y,,,PB.5911.4,,,,,,,,
c5,,,y,,,PB.5912.1,,,,,,,,
c5,B1_LR.4631,,y,,,,,,,,,,,
c5,B1_LR.4632,y,y,,,,,,,,,,not real,
c5,,,y,,,,75efcbd4-6b35-4c4d-9643-34d934bf3de0,,,,,,,
c5,B1_LR.4633,,y,,,,,PBsin.5962.1,,,,,,
c5,B1_LR.4634,,y,,,,,,,,,,,
c5,B1_LR.4635,,y,,,,,,,,,,,
c5,B1_LR.4636,,y,,,,,,,,,,,
c5,,,y,,,PB.5915.1,,,,,,,,
c5,B1_LR.4637,,y,,,PB.5917.1,,,,,,,,
c5,B1_LR.4638,,y,,,,,,,,,,,
c5,B1_LR.4639,,y,,,,,,,,,,,
c5,,,y,,,,3fdaaa39-ff7e-4067-9131-b89e1b5678ff,,,,,,,
c5,B1_LR.4640,,y,,,,,,,,,,,
c5,B1_LR.4641,,y,,,,,,,,,,,
c5,B1_LR.4642,,y,,,,,,,,,,,
c5,B1_LR.4643,,y,,,,,,,,,,FORWARD STRAND,
c5,B1_LR.4644,,y,,,,,,,,,,,
c5,B1_LR.4645,,y,,,,,,,,,,,
c5,B1_LR.4646,,y,,,,,,,,,,,
c5,B1_LR.4647,y,y,,,PB.5924.2,,,,,,,,
c5,B1_LR.4648,,y,,,PB.5926.28,,,,,,,,
c5,B1_LR.4649,,y,,,PB.5927.2,,,,,,,,
c5,,,y,,,PB.5928.1,,,,,,,,
c5,,,y,,,PB.5926.17,,,,,,,,
c5,B1_LR.4650,,y,,,,,,,,,,,
c5,B1_LR.4651,,y,,,PB.5930.1,,,,,,,,
c5,B1_LR.4652,,y,,,PB.5931.1,,,,,,,,
c5,B1_LR.4653,,y,,,,,,,,,,,
c5,B1_LR.4654,,y,,,,,,,,,,,
c5,B1_LR.4655,y,y,,,PB.5934.1,,,,,,,,
c5,B1_LR.4656,,y,,,,,,,,,,,
c5,B1_LR.4657,,y,,,,,,,,,,,
c5,B1_LR.4658,,y,y,,,,,,,Similar to pecanex,,,
c5,B1_LR.4659,,y,,,,,,,,,,,
