start	stop	chrom	strand	seqname	num_exons
3753913	3755918	c2	-	Hcv1.av84.c2.g564.i1	1
3757495	3759211	c2	-	Hcv1.av84.c2.g565.i1	3
3760003	3761576	c2	+	Hcv1.av84.c2.g566.i1	2
3762654	3764936	c2	+	Hcv1.av84.c2.g567.i1	1
3807716	3848441	c2	+	Hcv1.av84.c2.g568.i1	17
3809224	3848441	c2	+	Hcv1.av84.c2.g568.i2	16
3828502	3848441	c2	+	Hcv1.av84.c2.g568.i3	15
3819928	3821964	c2	-	Hcv1.av84.c2.g569.i1	1
467847	489149	c2	+	Hcv1.av84.c2.g57.i1	12
3848778	3850061	c2	-	Hcv1.av84.c2.g570.i1	2
3853791	3871798	c2	+	Hcv1.av84.c2.g571.i1	21
3873474	3875794	c2	+	Hcv1.av84.c2.g572.i1	5
3875912	3876401	c2	+	Hcv1.av84.c2.g573.i1	1
3876576	3879188	c2	+	Hcv1.av84.c2.g574.i1	7
3879391	3891233	c2	-	Hcv1.av84.c2.g575.i1	13
3879870	3891233	c2	-	Hcv1.av84.c2.g575.i2	12
3884114	3885039	c2	+	Hcv1.av84.c2.g576.i1	1
3899036	3903705	c2	+	Hcv1.av84.c2.g577.i1	5
3903925	3906834	c2	-	Hcv1.av84.c2.g578.i1	4
3913051	3922665	c2	+	Hcv1.av84.c2.g579.i1	9
484333	485179	c2	-	Hcv1.av84.c2.g58.i1	3
3930697	3931979	c2	-	Hcv1.av84.c2.g580.i1	1
3938776	3947562	c2	+	Hcv1.av84.c2.g581.i1	16
3947819	3954928	c2	+	Hcv1.av84.c2.g582.i1	5
3955507	3961040	c2	-	Hcv1.av84.c2.g583.i1	8
3962569	3975571	c2	-	Hcv1.av84.c2.g584.i1	11
3962569	3967188	c2	-	Hcv1.av84.c2.g584.i2	8
3970191	3972014	c2	+	Hcv1.av84.c2.g585.i1	3
3977032	3987562	c2	-	Hcv1.av84.c2.g586.i1	15
3977471	3978100	c2	-	Hcv1.av84.c2.g587.i1	1
3988471	3990628	c2	+	Hcv1.av84.c2.g588.i1	4
3992471	3994298	c2	+	Hcv1.av84.c2.g589.i1	1
489379	497347	c2	-	Hcv1.av84.c2.g59.i1	22
3995565	3998024	c2	-	Hcv1.av84.c2.g590.i1	1
3999941	4002560	c2	+	Hcv1.av84.c2.g591.i1	5
4003159	4004971	c2	-	Hcv1.av84.c2.g592.i1	2
4012776	4015958	c2	-	Hcv1.av84.c2.g593.i1	2
4012776	4015958	c2	-	Hcv1.av84.c2.g593.i2	3
4012776	4015958	c2	-	Hcv1.av84.c2.g593.i3	3
4012776	4015958	c2	-	Hcv1.av84.c2.g593.i4	3
4017507	4030100	c2	-	Hcv1.av84.c2.g594.i1	22
4034001	4035935	c2	+	Hcv1.av84.c2.g595.i1	1
4038534	4040742	c2	+	Hcv1.av84.c2.g596.i1	1
4040924	4046436	c2	+	Hcv1.av84.c2.g597.i1	1
4046899	4052923	c2	+	Hcv1.av84.c2.g598.i1	6
4053555	4063468	c2	-	Hcv1.av84.c2.g599.i1	13
29593	31667	c2	-	Hcv1.av84.c2.g6.i1	3
497805	500110	c2	+	Hcv1.av84.c2.g60.i1	6
4065821	4068230	c2	-	Hcv1.av84.c2.g600.i1	6
4068796	4075167	c2	-	Hcv1.av84.c2.g601.i1	4
4075218	4078799	c2	-	Hcv1.av84.c2.g602.i1	8
4078865	4079985	c2	-	Hcv1.av84.c2.g603.i1	1
4081557	4085454	c2	+	Hcv1.av84.c2.g604.i1	1
4088983	4092138	c2	+	Hcv1.av84.c2.g605.i1	5
4088983	4092138	c2	+	Hcv1.av84.c2.g605.i2	4
4092910	4123004	c2	-	Hcv1.av84.c2.g606.i1	29
4092910	4123004	c2	-	Hcv1.av84.c2.g606.i2	30
4092910	4123004	c2	-	Hcv1.av84.c2.g606.i3	29
4123931	4128596	c2	-	Hcv1.av84.c2.g607.i1	6
4128681	4142112	c2	-	Hcv1.av84.c2.g608.i1	11
4131930	4133592	c2	+	Hcv1.av84.c2.g609.i1	1
500244	503530	c2	+	Hcv1.av84.c2.g61.i1	2
4137986	4141284	c2	+	Hcv1.av84.c2.g610.i1	4
4142607	4143370	c2	-	Hcv1.av84.c2.g611.i1	1
4144662	4145409	c2	-	Hcv1.av84.c2.g612.i1	3
4151765	4152611	c2	-	Hcv1.av84.c2.g613.i1	1
4152634	4165117	c2	-	Hcv1.av84.c2.g614.i1	7
4152634	4159828	c2	-	Hcv1.av84.c2.g614.i2	7
4154594	4159828	c2	-	Hcv1.av84.c2.g614.i3	5
4167278	4176720	c2	+	Hcv1.av84.c2.g615.i1	9
4169280	4176720	c2	+	Hcv1.av84.c2.g615.i2	9
4181691	4193188	c2	-	Hcv1.av84.c2.g616.i1	10
4201006	4205980	c2	+	Hcv1.av84.c2.g617.i1	8
4206468	4206841	c2	+	Hcv1.av84.c2.g618.i1	2
4206903	4211943	c2	+	Hcv1.av84.c2.g619.i1	1
4206903	4211943	c2	+	Hcv1.av84.c2.g619.i2	2
503612	512634	c2	+	Hcv1.av84.c2.g62.i1	12
4212043	4213310	c2	+	Hcv1.av84.c2.g620.i1	4
4213461	4215861	c2	+	Hcv1.av84.c2.g621.i1	1
4215928	4244318	c2	+	Hcv1.av84.c2.g622.i1	38
4231618	4232483	c2	+	Hcv1.av84.c2.g623.i1	1
4244508	4247516	c2	-	Hcv1.av84.c2.g624.i1	7
4249597	4251104	c2	-	Hcv1.av84.c2.g625.i1	2
4256485	4266019	c2	+	Hcv1.av84.c2.g626.i1	7
4258779	4266019	c2	+	Hcv1.av84.c2.g626.i2	5
4266262	4268088	c2	-	Hcv1.av84.c2.g627.i1	6
4268156	4270792	c2	-	Hcv1.av84.c2.g628.i1	5
4270890	4272385	c2	-	Hcv1.av84.c2.g629.i1	1
512689	513545	c2	+	Hcv1.av84.c2.g63.i1	2
4273059	4274389	c2	+	Hcv1.av84.c2.g630.i1	3
4274322	4282783	c2	-	Hcv1.av84.c2.g631.i1	8
4276491	4282364	c2	+	Hcv1.av84.c2.g632.i1	15
4298367	4300520	c2	-	Hcv1.av84.c2.g633.i1	4
4307575	4310522	c2	-	Hcv1.av84.c2.g634.i1	8
4311851	4316056	c2	-	Hcv1.av84.c2.g635.i1	8
4316185	4316994	c2	-	Hcv1.av84.c2.g636.i1	2
4317820	4319423	c2	-	Hcv1.av84.c2.g637.i1	1
4319491	4323287	c2	-	Hcv1.av84.c2.g638.i1	4
4319491	4323287	c2	-	Hcv1.av84.c2.g638.i2	3
4323350	4323880	c2	-	Hcv1.av84.c2.g639.i1	2
519091	524993	c2	+	Hcv1.av84.c2.g64.i1	10
519091	527442	c2	+	Hcv1.av84.c2.g64.i2	10
4328892	4333444	c2	+	Hcv1.av84.c2.g640.i1	1
4346034	4347724	c2	+	Hcv1.av84.c2.g641.i1	1
4351331	4353447	c2	+	Hcv1.av84.c2.g642.i1	2
4359366	4360698	c2	+	Hcv1.av84.c2.g643.i1	1
4361767	4378357	c2	+	Hcv1.av84.c2.g644.i1	12
4361767	4378357	c2	+	Hcv1.av84.c2.g644.i2	13
4387894	4389624	c2	-	Hcv1.av84.c2.g645.i1	1
4391044	4393359	c2	+	Hcv1.av84.c2.g646.i1	7
4393527	4396863	c2	+	Hcv1.av84.c2.g647.i1	7
4397845	4399588	c2	+	Hcv1.av84.c2.g648.i1	4
4399750	4401114	c2	+	Hcv1.av84.c2.g649.i1	1
527862	531693	c2	+	Hcv1.av84.c2.g65.i1	10
4401235	4405018	c2	+	Hcv1.av84.c2.g650.i1	6
4405420	4505325	c2	-	Hcv1.av84.c2.g651.i1	3
4409995	4413062	c2	-	Hcv1.av84.c2.g652.i1	10
4419261	4421816	c2	+	Hcv1.av84.c2.g653.i1	6
4419261	4421816	c2	+	Hcv1.av84.c2.g653.i2	5
4423432	4425913	c2	+	Hcv1.av84.c2.g654.i1	7
4426215	4428570	c2	-	Hcv1.av84.c2.g655.i1	2
4430032	4435813	c2	-	Hcv1.av84.c2.g656.i1	16
4435901	4446065	c2	-	Hcv1.av84.c2.g657.i1	13
4439239	4441465	c2	-	Hcv1.av84.c2.g658.i1	1
4447109	4460842	c2	-	Hcv1.av84.c2.g659.i1	17
534390	538505	c2	-	Hcv1.av84.c2.g66.i1	5
4464208	4465765	c2	-	Hcv1.av84.c2.g660.i1	1
4466006	4468575	c2	-	Hcv1.av84.c2.g661.i1	7
4470382	4477237	c2	-	Hcv1.av84.c2.g662.i1	7
4473094	4477237	c2	-	Hcv1.av84.c2.g662.i2	7
4477638	4481338	c2	-	Hcv1.av84.c2.g663.i1	7
4477638	4481338	c2	-	Hcv1.av84.c2.g663.i2	6
4481350	4485108	c2	-	Hcv1.av84.c2.g664.i1	7
4485286	4487423	c2	-	Hcv1.av84.c2.g665.i1	7
4489021	4490301	c2	+	Hcv1.av84.c2.g666.i1	2
4491406	4500387	c2	+	Hcv1.av84.c2.g667.i1	8
4498514	4585447	c2	-	Hcv1.av84.c2.g668.i1	6
4501733	4508621	c2	+	Hcv1.av84.c2.g669.i1	13
538565	540857	c2	-	Hcv1.av84.c2.g67.i1	2
538565	540857	c2	-	Hcv1.av84.c2.g67.i2	3
4508890	4512688	c2	-	Hcv1.av84.c2.g670.i1	10
4517452	4520324	c2	+	Hcv1.av84.c2.g671.i1	4
4527845	4557676	c2	-	Hcv1.av84.c2.g672.i1	23
4558323	4568647	c2	-	Hcv1.av84.c2.g673.i1	15
4558323	4568647	c2	-	Hcv1.av84.c2.g673.i2	15
4568708	4572554	c2	-	Hcv1.av84.c2.g674.i1	3
4572849	4575926	c2	-	Hcv1.av84.c2.g675.i1	10
4580593	4585447	c2	-	Hcv1.av84.c2.g675.i2	5
4576869	4578300	c2	-	Hcv1.av84.c2.g676.i1	1
4578360	4580515	c2	-	Hcv1.av84.c2.g677.i1	4
4587822	4589391	c2	-	Hcv1.av84.c2.g678.i1	3
4591295	4595420	c2	+	Hcv1.av84.c2.g679.i1	8
4591295	4595420	c2	+	Hcv1.av84.c2.g679.i2	9
4591295	4595420	c2	+	Hcv1.av84.c2.g679.i3	8
541122	543983	c2	-	Hcv1.av84.c2.g68.i1	3
4597291	4605197	c2	-	Hcv1.av84.c2.g680.i1	7
4598362	4599904	c2	-	Hcv1.av84.c2.g681.i1	2
4605432	4605856	c2	+	Hcv1.av84.c2.g682.i1	1
4605905	4609279	c2	-	Hcv1.av84.c2.g683.i1	1
4609281	4616492	c2	+	Hcv1.av84.c2.g684.i1	9
4609281	4624331	c2	+	Hcv1.av84.c2.g684.i2	10
4619451	4642881	c2	-	Hcv1.av84.c2.g685.i1	11
4634545	4640764	c2	+	Hcv1.av84.c2.g686.i1	12
4642957	4665753	c2	-	Hcv1.av84.c2.g687.i1	14
4654792	4707181	c2	+	Hcv1.av84.c2.g688.i1	7
4654792	4688189	c2	+	Hcv1.av84.c2.g688.i2	3
4683332	4688189	c2	+	Hcv1.av84.c2.g688.i3	8
4683332	4688189	c2	+	Hcv1.av84.c2.g688.i4	8
4665829	4669282	c2	-	Hcv1.av84.c2.g689.i1	6
546308	550649	c2	-	Hcv1.av84.c2.g69.i1	4
4669358	4672628	c2	-	Hcv1.av84.c2.g690.i1	5
4669358	4672628	c2	-	Hcv1.av84.c2.g690.i2	6
4672930	4676469	c2	-	Hcv1.av84.c2.g691.i1	6
5732575	5737246	c2	+	Hcv1.av84.c2.g692.i1	13
4679229	4680345	c2	+	Hcv1.av84.c2.g693.i1	2
4680423	4681929	c2	+	Hcv1.av84.c2.g694.i1	1
4683333	4686430	c2	+	Hcv1.av84.c2.g695.i1	7
4686543	4688189	c2	+	Hcv1.av84.c2.g696.i1	2
4688215	4690964	c2	-	Hcv1.av84.c2.g697.i1	5
4708626	4712555	c2	-	Hcv1.av84.c2.g698.i1	5
4712724	4716489	c2	-	Hcv1.av84.c2.g699.i1	7
4712724	4716489	c2	-	Hcv1.av84.c2.g699.i2	6
41961	46892	c2	-	Hcv1.av84.c2.g7.i1	7
550525	563626	c2	-	Hcv1.av84.c2.g70.i1	21
550525	563626	c2	-	Hcv1.av84.c2.g70.i2	21
550525	563626	c2	-	Hcv1.av84.c2.g70.i3	20
4722983	4734723	c2	+	Hcv1.av84.c2.g700.i1	11
4735949	4809637	c2	-	Hcv1.av84.c2.g701.i1	27
4755918	4759012	c2	+	Hcv1.av84.c2.g702.i1	6
4762213	4764314	c2	+	Hcv1.av84.c2.g703.i1	4
4764386	4768064	c2	+	Hcv1.av84.c2.g704.i1	8
4768237	4770045	c2	+	Hcv1.av84.c2.g705.i1	1
4770463	4785732	c2	-	Hcv1.av84.c2.g706.i1	13
4770463	4782080	c2	-	Hcv1.av84.c2.g706.i2	10
4770463	4783671	c2	-	Hcv1.av84.c2.g706.i3	12
4770464	4796423	c2	-	Hcv1.av84.c2.g706.i4	16
4787923	4792502	c2	+	Hcv1.av84.c2.g707.i1	3
4787923	4789379	c2	+	Hcv1.av84.c2.g707.i2	2
4790576	4791393	c2	-	Hcv1.av84.c2.g708.i1	3
4796999	4797953	c2	+	Hcv1.av84.c2.g709.i1	3
565840	586613	c2	-	Hcv1.av84.c2.g71.i1	22
4801795	4816225	c2	+	Hcv1.av84.c2.g710.i1	10
4816712	4840594	c2	+	Hcv1.av84.c2.g711.i1	9
4834025	4840594	c2	+	Hcv1.av84.c2.g711.i2	6
4841397	4843140	c2	+	Hcv1.av84.c2.g712.i1	1
4864477	4872335	c2	-	Hcv1.av84.c2.g713.i1	8
4864477	4872335	c2	-	Hcv1.av84.c2.g713.i2	7
4864477	4872335	c2	-	Hcv1.av84.c2.g713.i3	9
4899250	4900755	c2	-	Hcv1.av84.c2.g714.i1	3
4899250	4900755	c2	-	Hcv1.av84.c2.g714.i2	4
4900846	4906453	c2	-	Hcv1.av84.c2.g715.i1	6
4901772	4906472	c2	-	Hcv1.av84.c2.g715.i2	6
4906777	4909300	c2	-	Hcv1.av84.c2.g716.i1	3
4909374	4910144	c2	-	Hcv1.av84.c2.g717.i1	2
4910694	4912352	c2	+	Hcv1.av84.c2.g718.i1	1
4913973	4914838	c2	+	Hcv1.av84.c2.g719.i1	1
570145	571973	c2	-	Hcv1.av84.c2.g72.i1	4
4914898	4915478	c2	+	Hcv1.av84.c2.g720.i1	1
4915572	4922628	c2	+	Hcv1.av84.c2.g721.i1	11
4922681	4940098	c2	+	Hcv1.av84.c2.g722.i1	12
4935586	4940098	c2	+	Hcv1.av84.c2.g722.i2	10
4940895	4945654	c2	-	Hcv1.av84.c2.g723.i1	4
4940895	4945654	c2	-	Hcv1.av84.c2.g723.i2	6
4940895	4948093	c2	-	Hcv1.av84.c2.g723.i3	4
4940895	4945654	c2	-	Hcv1.av84.c2.g723.i4	3
4948311	4959434	c2	-	Hcv1.av84.c2.g724.i1	10
4953486	4959434	c2	-	Hcv1.av84.c2.g724.i2	9
4960662	4962295	c2	-	Hcv1.av84.c2.g725.i1	1
4969483	4974817	c2	-	Hcv1.av84.c2.g726.i1	13
4969483	4974817	c2	-	Hcv1.av84.c2.g726.i2	14
4975953	4981635	c2	-	Hcv1.av84.c2.g727.i1	10
4975954	4980801	c2	-	Hcv1.av84.c2.g727.i10	11
4975954	4980783	c2	-	Hcv1.av84.c2.g727.i11	10
4975955	4981635	c2	-	Hcv1.av84.c2.g727.i12	11
4975955	4981635	c2	-	Hcv1.av84.c2.g727.i13	11
4975955	4981635	c2	-	Hcv1.av84.c2.g727.i14	12
4975955	4981635	c2	-	Hcv1.av84.c2.g727.i15	10
4975955	4981635	c2	-	Hcv1.av84.c2.g727.i16	11
4975953	4981635	c2	-	Hcv1.av84.c2.g727.i2	11
4975953	4979600	c2	-	Hcv1.av84.c2.g727.i3	9
4975953	4979891	c2	-	Hcv1.av84.c2.g727.i4	10
4975953	4979600	c2	-	Hcv1.av84.c2.g727.i5	10
4975954	4981635	c2	-	Hcv1.av84.c2.g727.i6	9
4975954	4979891	c2	-	Hcv1.av84.c2.g727.i7	7
4975954	4979604	c2	-	Hcv1.av84.c2.g727.i8	8
4975954	4981635	c2	-	Hcv1.av84.c2.g727.i9	12
4981660	4984792	c2	-	Hcv1.av84.c2.g728.i1	3
4981702	4984792	c2	-	Hcv1.av84.c2.g728.i2	4
4981775	4984792	c2	-	Hcv1.av84.c2.g728.i3	3
4984880	4986922	c2	-	Hcv1.av84.c2.g729.i1	4
576329	577069	c2	+	Hcv1.av84.c2.g73.i1	1
4991842	4999938	c2	+	Hcv1.av84.c2.g730.i1	17
5000432	5002133	c2	-	Hcv1.av84.c2.g731.i1	5
5002476	5002979	c2	-	Hcv1.av84.c2.g732.i1	1
5005302	5008396	c2	+	Hcv1.av84.c2.g733.i1	5
5008502	5009720	c2	+	Hcv1.av84.c2.g734.i1	3
5009795	5015171	c2	+	Hcv1.av84.c2.g735.i1	7
5015212	5016122	c2	+	Hcv1.av84.c2.g736.i1	3
5020793	5021549	c2	+	Hcv1.av84.c2.g737.i1	1
5021740	5022941	c2	+	Hcv1.av84.c2.g738.i1	1
5023152	5024826	c2	+	Hcv1.av84.c2.g739.i1	1
590447	617186	c2	-	Hcv1.av84.c2.g74.i1	12
5024880	5025772	c2	+	Hcv1.av84.c2.g740.i1	1
5025841	5032588	c2	+	Hcv1.av84.c2.g741.i1	10
5025841	5032588	c2	+	Hcv1.av84.c2.g741.i2	11
5032876	5033915	c2	+	Hcv1.av84.c2.g742.i1	1
5034045	5037066	c2	+	Hcv1.av84.c2.g743.i1	9
5037310	5047474	c2	-	Hcv1.av84.c2.g744.i1	14
5041593	5043474	c2	+	Hcv1.av84.c2.g745.i1	1
5048865	5075941	c2	+	Hcv1.av84.c2.g746.i1	22
5048865	5055068	c2	+	Hcv1.av84.c2.g746.i2	5
5057908	5075941	c2	+	Hcv1.av84.c2.g746.i3	21
5048865	5077723	c2	+	Hcv1.av84.c2.g747.i1	2
5048865	5079020	c2	+	Hcv1.av84.c2.g748.i1	2
5079094	5081199	c2	+	Hcv1.av84.c2.g749.i1	5
617679	618919	c2	+	Hcv1.av84.c2.g75.i1	1
5081839	5082801	c2	+	Hcv1.av84.c2.g750.i1	3
5084297	5084952	c2	-	Hcv1.av84.c2.g751.i1	2
5089368	5093903	c2	-	Hcv1.av84.c2.g752.i1	7
5102814	5104702	c2	-	Hcv1.av84.c2.g753.i1	2
5108493	5112206	c2	+	Hcv1.av84.c2.g754.i1	3
5112303	5113533	c2	+	Hcv1.av84.c2.g755.i1	1
5113666	5115657	c2	+	Hcv1.av84.c2.g756.i1	4
5048865	5117357	c2	+	Hcv1.av84.c2.g757.i1	4
5118771	5123503	c2	+	Hcv1.av84.c2.g758.i1	14
5124347	5128011	c2	-	Hcv1.av84.c2.g759.i1	6
5124347	5128011	c2	-	Hcv1.av84.c2.g759.i2	7
619437	620551	c2	-	Hcv1.av84.c2.g76.i1	1
5128126	5129932	c2	-	Hcv1.av84.c2.g760.i1	1
5130126	5131885	c2	-	Hcv1.av84.c2.g761.i1	1
5131952	5137045	c2	-	Hcv1.av84.c2.g762.i1	2
5137435	5139653	c2	-	Hcv1.av84.c2.g763.i1	1
5139745	5140772	c2	-	Hcv1.av84.c2.g764.i1	1
5143556	5148116	c2	+	Hcv1.av84.c2.g765.i1	6
5148784	5161102	c2	-	Hcv1.av84.c2.g766.i1	12
5161964	5165244	c2	-	Hcv1.av84.c2.g767.i1	6
5165704	5166945	c2	-	Hcv1.av84.c2.g768.i1	1
5168043	5195688	c2	-	Hcv1.av84.c2.g769.i1	16
5189931	5192986	c2	-	Hcv1.av84.c2.g769.i2	5
623252	624004	c2	+	Hcv1.av84.c2.g77.i1	1
5195754	5207232	c2	-	Hcv1.av84.c2.g770.i1	7
5195754	5207232	c2	-	Hcv1.av84.c2.g770.i2	8
5195754	5207232	c2	-	Hcv1.av84.c2.g770.i3	9
5201176	5206134	c2	+	Hcv1.av84.c2.g771.i1	2
5207440	5215413	c2	+	Hcv1.av84.c2.g772.i1	9
5207935	5215413	c2	+	Hcv1.av84.c2.g772.i2	8
5216727	5217230	c2	+	Hcv1.av84.c2.g773.i1	1
5217289	5220373	c2	+	Hcv1.av84.c2.g774.i1	2
5217289	5220373	c2	+	Hcv1.av84.c2.g774.i2	2
5220435	5225737	c2	+	Hcv1.av84.c2.g775.i1	5
5225704	5228102	c2	-	Hcv1.av84.c2.g776.i1	1
5225704	5228092	c2	-	Hcv1.av84.c2.g776.i2	2
5252391	5253854	c2	+	Hcv1.av84.c2.g777.i1	1
5253844	5266316	c2	-	Hcv1.av84.c2.g778.i1	8
5253844	5270280	c2	-	Hcv1.av84.c2.g778.i2	8
5258587	5261157	c2	+	Hcv1.av84.c2.g779.i1	1
624064	626708	c2	+	Hcv1.av84.c2.g78.i1	8
5266816	5278278	c2	+	Hcv1.av84.c2.g780.i1	10
5267038	5278278	c2	+	Hcv1.av84.c2.g780.i2	10
5270791	5278278	c2	+	Hcv1.av84.c2.g780.i3	11
5278337	5286569	c2	-	Hcv1.av84.c2.g781.i1	9
5287030	5295471	c2	-	Hcv1.av84.c2.g782.i1	13
5287031	5295471	c2	-	Hcv1.av84.c2.g782.i2	13
5287031	5295471	c2	-	Hcv1.av84.c2.g782.i3	12
5287031	5295471	c2	-	Hcv1.av84.c2.g782.i4	13
5295559	5298297	c2	-	Hcv1.av84.c2.g783.i1	1
5299931	5307966	c2	-	Hcv1.av84.c2.g784.i1	10
5309500	5312934	c2	-	Hcv1.av84.c2.g785.i1	7
5318229	5322919	c2	+	Hcv1.av84.c2.g786.i1	1
5318229	5327650	c2	+	Hcv1.av84.c2.g787.i1	3
5318229	5413327	c2	+	Hcv1.av84.c2.g787.i2	14
5332369	5334217	c2	-	Hcv1.av84.c2.g788.i1	2
5339080	5352849	c2	-	Hcv1.av84.c2.g789.i1	8
644598	646332	c2	-	Hcv1.av84.c2.g79.i1	3
644598	654494	c2	-	Hcv1.av84.c2.g79.i2	3
5363015	5368329	c2	+	Hcv1.av84.c2.g790.i1	10
5367876	5371211	c2	+	Hcv1.av84.c2.g791.i1	2
5373594	5375419	c2	+	Hcv1.av84.c2.g792.i1	3
5377847	5378795	c2	+	Hcv1.av84.c2.g793.i1	3
5375605	5391630	c2	+	Hcv1.av84.c2.g793.i2	16
5377588	5381638	c2	+	Hcv1.av84.c2.g793.i3	5
5386635	5391631	c2	+	Hcv1.av84.c2.g794.i1	11
5391645	5400346	c2	-	Hcv1.av84.c2.g795.i1	15
5423346	5439069	c2	-	Hcv1.av84.c2.g796.i1	14
5441050	5446863	c2	+	Hcv1.av84.c2.g797.i1	9
5441050	5446863	c2	+	Hcv1.av84.c2.g797.i2	10
5447397	5462639	c2	-	Hcv1.av84.c2.g798.i1	4
5456240	5462684	c2	+	Hcv1.av84.c2.g799.i1	7
5456240	5462684	c2	+	Hcv1.av84.c2.g799.i2	6
44788	46062	c2	-	Hcv1.av84.c2.g8.i1	1
646952	653873	c2	+	Hcv1.av84.c2.g80.i1	10
5462934	5523440	c2	-	Hcv1.av84.c2.g800.i1	16
5462955	5523440	c2	-	Hcv1.av84.c2.g800.i2	17
5508683	5523440	c2	-	Hcv1.av84.c2.g801.i1	9
5508683	5514688	c2	-	Hcv1.av84.c2.g801.i2	9
5480986	5485247	c2	+	Hcv1.av84.c2.g802.i1	8
5485447	5491957	c2	-	Hcv1.av84.c2.g803.i1	12
5493293	5494101	c2	+	Hcv1.av84.c2.g804.i1	2
5494173	5498391	c2	+	Hcv1.av84.c2.g805.i1	4
5498457	5498914	c2	+	Hcv1.av84.c2.g806.i1	1
5501480	5506894	c2	+	Hcv1.av84.c2.g807.i1	8
5501480	5506894	c2	+	Hcv1.av84.c2.g807.i2	8
5494519	5528156	c2	-	Hcv1.av84.c2.g808.i1	10
5514877	5528156	c2	-	Hcv1.av84.c2.g808.i2	9
5537854	5542910	c2	+	Hcv1.av84.c2.g809.i1	8
5539354	5542910	c2	+	Hcv1.av84.c2.g809.i2	7
5539354	5542910	c2	+	Hcv1.av84.c2.g809.i3	8
658125	670264	c2	-	Hcv1.av84.c2.g81.i1	8
5544349	5547094	c2	-	Hcv1.av84.c2.g810.i1	5
5553644	5555005	c2	+	Hcv1.av84.c2.g811.i1	4
5556343	5560054	c2	+	Hcv1.av84.c2.g812.i1	7
5560150	5562033	c2	+	Hcv1.av84.c2.g812.i2	3
7290421	7328324	c2	+	Hcv1.av84.c2.g813.i1	19
5566872	5570591	c2	+	Hcv1.av84.c2.g814.i1	2
5570670	5580030	c2	+	Hcv1.av84.c2.g815.i1	10
5580206	5586246	c2	+	Hcv1.av84.c2.g816.i1	7
5586312	5587933	c2	+	Hcv1.av84.c2.g817.i1	1
5587997	5595511	c2	+	Hcv1.av84.c2.g818.i1	12
5595890	5598444	c2	+	Hcv1.av84.c2.g819.i1	6
660556	662577	c2	+	Hcv1.av84.c2.g82.i1	2
5599206	5609046	c2	-	Hcv1.av84.c2.g820.i1	10
5599206	5636193	c2	-	Hcv1.av84.c2.g820.i2	37
5599206	5636193	c2	-	Hcv1.av84.c2.g820.i3	36
5599206	5630821	c2	-	Hcv1.av84.c2.g820.i4	31
4457101	4457549	c2	+	Hcv1.av84.c2.g821.i1	1
5637685	5642844	c2	-	Hcv1.av84.c2.g822.i1	4
5637685	5642844	c2	-	Hcv1.av84.c2.g822.i2	3
5643247	5643995	c2	-	Hcv1.av84.c2.g823.i1	1
5644054	5645153	c2	-	Hcv1.av84.c2.g824.i1	1
5645292	5647772	c2	-	Hcv1.av84.c2.g825.i1	7
5647824	5648652	c2	-	Hcv1.av84.c2.g826.i1	1
5648737	5651947	c2	-	Hcv1.av84.c2.g827.i1	2
5648737	5651947	c2	-	Hcv1.av84.c2.g827.i2	2
5649780	5651947	c2	-	Hcv1.av84.c2.g827.i3	1
5652369	5656345	c2	-	Hcv1.av84.c2.g828.i1	1
5658584	5659008	c2	+	Hcv1.av84.c2.g829.i1	1
670382	677826	c2	-	Hcv1.av84.c2.g83.i1	16
5661374	5662724	c2	+	Hcv1.av84.c2.g830.i1	1
5663148	5669126	c2	-	Hcv1.av84.c2.g831.i1	8
5669168	5671628	c2	-	Hcv1.av84.c2.g832.i1	7
5672007	5681892	c2	-	Hcv1.av84.c2.g833.i1	12
5672007	5681892	c2	-	Hcv1.av84.c2.g833.i2	11
5685733	5687211	c2	-	Hcv1.av84.c2.g834.i1	1
5687362	5689983	c2	-	Hcv1.av84.c2.g835.i1	6
5695679	5696226	c2	-	Hcv1.av84.c2.g836.i1	2
5696357	5700342	c2	-	Hcv1.av84.c2.g837.i1	7
5696357	5700342	c2	-	Hcv1.av84.c2.g837.i2	8
5700629	5707715	c2	-	Hcv1.av84.c2.g838.i1	8
5708375	5712849	c2	-	Hcv1.av84.c2.g839.i1	1
677960	679067	c2	-	Hcv1.av84.c2.g84.i1	4
5717792	5722006	c2	+	Hcv1.av84.c2.g840.i1	12
5717792	5722006	c2	+	Hcv1.av84.c2.g840.i2	11
5723034	5727961	c2	+	Hcv1.av84.c2.g841.i1	6
5728038	5729715	c2	+	Hcv1.av84.c2.g842.i1	4
5729791	5732530	c2	+	Hcv1.av84.c2.g843.i1	1
5751414	5754243	c2	+	Hcv1.av84.c2.g844.i1	10
5751422	5762142	c2	+	Hcv1.av84.c2.g844.i2	14
5754330	5756840	c2	-	Hcv1.av84.c2.g845.i1	8
5778146	5778803	c2	+	Hcv1.av84.c2.g846.i1	1
5779834	5781574	c2	+	Hcv1.av84.c2.g847.i1	1
5781533	5783253	c2	-	Hcv1.av84.c2.g848.i1	2
5783346	5786898	c2	+	Hcv1.av84.c2.g849.i1	8
679154	680693	c2	-	Hcv1.av84.c2.g85.i1	3
5787363	5790968	c2	-	Hcv1.av84.c2.g850.i1	8
5787364	5790968	c2	-	Hcv1.av84.c2.g850.i2	8
